City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
624,Oussouye,SN,80.69,overcast clouds,12.485,-16.5469,Auberge du Routard
625,Winnemucca,US,87.85,clear sky,40.973,-117.7357,Winners Inn Casino
627,Ambagarh Chauki,IN,74.93,overcast clouds,20.7833,80.7167,Hunesh kunjam home ....
630,Coromandel,BR,83.39,overcast clouds,-18.4733,-47.2003,Hotel Dona Adélia
632,Novo Aripuana,BR,80.83,overcast clouds,-5.1206,-60.3797,POUSADA Flexy
633,Benghazi,LY,74.37,clear sky,32.1167,20.0667,Tibesti Hotel
634,Iracoubo,GF,81.73,clear sky,5.4802,-53.2011,Le Gîte d’Iracoubo
636,Kudahuvadhoo,MV,82.18,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
638,North Bend,US,65.91,overcast clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
640,Arlit,NE,91.13,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
645,Makakilo City,US,86.32,broken clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
647,Gidam,IN,72.79,overcast clouds,18.9833,81.4,Dhanshree Lodge And DormItory
652,Le Passage,FR,65.17,broken clouds,44.2014,0.6028,Appart'City Agen Centre - Appart Hôtel
654,San Miguel,SV,91.0,few clouds,13.4833,-88.1833,Hotel Tropico Inn San Miguel
656,Tabuk,PH,73.42,clear sky,17.4189,121.4443,Golden Berries Hotel and Convention
657,Roma,US,71.89,clear sky,43.2128,-75.4557,Wingate By Wyndham Rome
658,Dalbandin,PK,77.92,clear sky,28.8947,64.4101,Gidaan Guest House
659,Buluang,PH,76.19,scattered clouds,13.3068,123.3425,Enon Beach Resort
661,Katobu,ID,73.56,overcast clouds,-4.9408,122.5276,La Ode Husein
662,Poum,NC,72.61,broken clouds,-20.2333,164.0167,Gîte kajeon
663,Benguela,AO,70.66,scattered clouds,-12.5763,13.4055,Hotel Praia Morena
664,Phan Thiet,VN,76.37,overcast clouds,10.9333,108.1,Hotel Saigon-PT
670,Bandarbeyla,SO,77.14,scattered clouds,9.4942,50.8122,JABIR HOTEL
673,Belen,TR,65.03,clear sky,36.4891,36.2233,Varlıbaş Uyku Sarayı
675,Bolobo,CD,74.68,broken clouds,-2.1667,16.2333,Hotel de Stephen
676,Qiongshan,CN,75.18,light rain,20.0058,110.3542,Sun City Restaurant
677,Balkanabat,TM,72.43,clear sky,39.5108,54.3671,Nebitchi Hotel
